user_key,temperature,humidity,pm2_5,pm10,risk_label,risk_label_numeric
190,11.48,87,9.49,10.76,Yellow,1
190,9.79,68,1.99,5.41,Yellow,1
190,9.79,68,1.99,5.41,Yellow,1
190,6.09,71,1.28,3.78,Red,2
190,6.09,71,1.28,3.78,Red,2
190,11.26,93,18.4,20.01,Red,2
190,11.26,93,18.4,20.01,Red,2
190,10.01,93,19.2,20.77,Red,2
190,10.01,93,19.2,20.77,Red,2
190,15.65,100,2.34,3.32,Red,2
190,15.33,90,2.99,3.17,Yellow,1
190,15.33,90,2.99,3.17,Yellow,1
190,8.26,87,0.81,1.58,Red,2
190,8.48,83,1.71,2.28,Red,2
190,8.48,83,1.71,2.28,Red,2
190,8.0,91,2.43,3.47,Yellow,1
190,8.0,91,2.43,3.47,Red,2
190,10.18,83,1.31,2.2,Red,2
190,9.99,93,5.67,10.12,Yellow,1
190,9.99,93,5.67,10.12,Red,2
190,8.18,93,4.54,6.57,Red,2
190,8.18,93,4.54,6.57,Yellow,1
190,14.17,87,1.84,4.35,Red,2
190,14.17,87,1.84,4.35,Yellow,1
190,11.72,81,2.92,4.67,Yellow,1
190,11.72,81,2.92,4.67,Red,2
190,12.7,92,2.64,2.91,Red,2
190,12.7,92,2.64,2.91,Yellow,1
190,10.11,90,0.72,0.91,Yellow,1
190,10.11,90,0.72,0.91,Red,2
190,9.13,89,1.28,2.22,Red,2
190,9.13,89,1.28,2.22,Yellow,1
190,8.62,76,0.5,0.98,Yellow,1
190,2.61,86,6.9,7.89,Red,2
190,2.61,86,6.9,7.89,Yellow,1
190,2.42,83,2.01,2.46,Yellow,1
190,2.42,83,2.01,2.46,Yellow,1
190,6.84,78,2.17,4.89,Yellow,1
190,6.84,78,2.17,4.89,Yellow,1
190,4.64,82,1.38,3.18,Yellow,1
190,4.64,82,1.38,3.18,Yellow,1
190,8.68,87,2.2,3.66,Yellow,1
190,8.68,87,2.2,3.66,Yellow,1
190,7.58,81,1.58,7.1,Yellow,1
190,7.58,81,1.58,7.1,Yellow,1
190,5.01,86,2.32,8.36,Red,2
190,5.01,86,2.32,8.36,Yellow,1
190,11.02,93,4.16,6.66,Yellow,1
190,11.02,93,4.16,6.66,Yellow,1
190,10.71,93,2.37,4.04,Yellow,1
190,10.71,93,2.37,4.04,Yellow,1
190,10.84,93,10.42,11.5,Yellow,1
190,9.91,93,10.05,11.7,Yellow,1
190,9.91,93,10.05,11.7,Red,2
190,11.23,81,2.34,4.75,Yellow,1
190,11.23,81,2.34,4.75,Yellow,1
190,11.31,93,4.86,12.02,Yellow,1
190,11.31,93,4.86,12.02,Yellow,1
190,9.39,93,2.94,3.79,Yellow,1
190,7.63,100,11.18,11.98,Yellow,1
190,7.63,100,11.18,11.98,Yellow,1
190,7.03,81,1.33,3.07,Yellow,1
190,7.5,93,2.11,6.2,Yellow,1
190,8.43,91,1.83,3.7,Red,2
190,6.95,65,1.25,4.55,Yellow,1
190,6.84,68,1.14,4.06,Red,2
190,6.84,68,1.14,4.06,Yellow,1
190,3.89,74,2.6,4.19,Yellow,1
190,3.89,74,2.6,4.19,Yellow,1
190,5.04,87,8.19,9.44,Red,2
190,5.04,87,8.19,9.44,Red,2
190,5.27,69,1.22,3.51,Yellow,1
190,4.01,93,1.01,1.34,Red,2
190,4.01,93,1.01,1.34,Yellow,1
190,3.05,66,0.87,3.47,Green,0
190,2.05,64,0.5,1.28,Yellow,1
190,8.67,93,1.12,1.8,Yellow,1
190,6.84,81,0.5,1.22,Yellow,1
190,6.84,81,0.5,1.22,Yellow,1
190,2.24,84,0.94,3.18,Yellow,1
190,2.24,84,0.94,3.18,Yellow,1
190,1.96,100,1.16,1.35,Yellow,1
190,4.56,80,1.72,1.88,Yellow,1
190,5.67,80,0.5,1.21,Yellow,1
190,1.56,88,2.96,4.76,Yellow,1
190,1.56,88,2.96,4.76,Yellow,1
190,0.84,93,2.39,3.74,Yellow,1
190,6.35,75,0.52,1.22,Yellow,1
190,4.78,86,0.68,0.99,Red,2
190,5.42,83,0.5,1.29,Yellow,1
190,5.42,83,0.5,1.29,Yellow,1
190,0.57,86,4.51,5.47,Red,2
190,11.01,93,2.82,3.49,Red,2
190,11.01,93,2.82,3.49,Yellow,1
190,11.27,81,4.84,7.43,Yellow,1
190,9.94,95,2.59,3.86,Red,2
190,8.22,81,1.18,2.24,Red,2
190,5.4,93,6.03,7.14,Red,2
190,1.05,90,15.17,16.99,Red,2
190,6.47,89,1.74,2.61,Red,2
190,3.22,91,4.83,5.57,Yellow,1
190,5.41,71,1.44,7.38,Yellow,1
190,2.83,58,0.71,2.99,Red,2
190,-0.85,76,25.1,27.17,Yellow,1
190,-0.85,76,25.1,27.17,Yellow,1
190,3.69,100,27.72,29.86,Red,2
190,7.01,100,3.12,5.44,Yellow,1
190,3.85,100,0.63,2.54,Yellow,1
190,2.61,87,0.82,1.32,Red,2
190,2.61,87,0.82,1.32,Yellow,1
190,4.91,96,8.49,9.37,Yellow,1
190,7.7,97,6.05,7.18,Red,2
190,7.7,97,6.05,7.18,Yellow,1
190,6.29,100,7.22,7.75,Red,2
190,13.57,93,2.41,2.91,Red,2
190,13.57,93,2.41,2.91,Yellow,1
190,13.0,100,2.03,3.86,Yellow,1
190,12.38,87,6.7,12.26,Yellow,1
190,11.22,86,2.89,3.19,Yellow,1
190,8.33,80,1.35,2.1,Red,2
190,5.17,96,0.5,0.88,Red,2
190,2.22,86,0.71,2.09,Yellow,1
190,-2.02,80,9.05,10.58,Red,2
190,2.79,80,0.82,2.09,Yellow,1
190,5.73,100,1.38,1.56,Red,2
190,2.51,86,0.53,1.02,Yellow,1
190,3.0,93,6.41,8.64,Yellow,1
190,7.79,100,14.31,16.59,Yellow,1
190,7.79,100,14.31,16.59,Red,2
190,0.77,85,12.54,18.71,Red,2
190,1.46,86,13.84,16.94,Yellow,1
190,0.66,85,14.27,17.13,Red,2
190,3.86,95,16.45,17.88,Yellow,1
190,4.29,93,10.14,11.74,Red,2
190,1.82,93,4.0,6.32,Yellow,1
190,-0.21,78,17.16,19.58,Red,2
190,4.23,93,11.2,12.68,Yellow,1
190,3.51,73,1.05,3.37,Yellow,1
190,3.94,87,2.17,4.13,Yellow,1
190,4.52,79,1.89,3.22,Yellow,1
190,6.87,78,0.63,1.29,Yellow,1
190,4.12,78,6.89,7.7,Red,2
190,2.74,86,9.84,10.48,Yellow,1
190,2.09,93,8.13,8.88,Red,2
190,7.76,87,0.83,1.47,Yellow,1
190,1.49,93,7.66,12.13,Yellow,1
190,9.62,81,1.25,2.13,Red,2
190,1.59,83,1.47,4.4,Yellow,1
190,4.09,70,0.5,0.9,Yellow,1
190,2.43,80,0.69,1.85,Yellow,1
190,9.45,87,2.12,2.45,Yellow,1
190,7.03,81,1.07,1.91,Yellow,1
190,7.03,81,1.07,1.91,Yellow,1
190,4.42,86,1.49,1.76,Yellow,1
190,4.11,80,0.8,1.82,Yellow,1
190,8.15,75,11.04,13.28,Yellow,1
190,8.15,75,11.04,13.28,Yellow,1
190,2.88,75,12.33,14.22,Yellow,1
190,5.66,93,10.91,12.18,Yellow,1
190,5.66,93,10.91,12.18,Yellow,1
190,6.63,93,2.36,3.11,Yellow,1
190,6.63,93,2.36,3.11,Yellow,1
190,5.7,92,37.9,39.35,Yellow,1
190,5.7,92,37.9,39.35,Yellow,1
190,6.41,83,44.02,47.56,Yellow,1
190,6.41,83,44.02,47.56,Yellow,1
217,14.46,95,1.94,2.8,Green,0
294,16.72,76,2.94,3.42,Green,0
294,16.72,76,2.94,3.42,Green,0
294,15.09,82,3.37,5.08,Green,0
294,14.7,89,3.14,3.86,Green,0
294,14.7,89,3.14,3.86,Green,0
294,14.98,86,5.29,7.28,Yellow,1
294,14.98,86,5.29,7.28,Green,0
294,13.48,94,12.23,14.16,Yellow,1
294,13.48,94,12.23,14.16,Yellow,1
294,15.13,85,4.65,5.53,Yellow,1
294,15.13,85,4.65,5.53,Green,0
294,14.35,93,3.78,4.19,Green,0
294,14.35,93,3.78,4.19,Yellow,1
294,16.77,83,1.46,1.71,Green,0
294,16.77,83,1.46,1.71,Green,0
294,14.67,86,1.96,2.38,Green,0
294,14.67,86,1.96,2.38,Green,0
294,11.85,96,2.58,2.83,Green,0
294,11.85,96,2.58,2.83,Green,0
294,15.57,89,1.53,1.95,Green,0
294,15.57,89,1.53,1.95,Green,0
294,15.14,89,5.33,6.46,Green,0
294,15.14,89,5.33,6.46,Green,0
294,15.04,86,1.95,2.8,Green,0
294,15.04,86,1.95,2.8,Yellow,1
294,14.24,96,2.8,3.91,Green,0
294,14.24,96,2.8,3.91,Yellow,1
294,14.69,94,4.13,5.07,Yellow,1
294,14.69,94,4.13,5.07,Green,0
294,15.16,88,2.69,3.18,Green,0
294,15.16,88,2.69,3.18,Yellow,1
294,16.11,93,2.57,2.92,Yellow,1
294,16.11,93,2.57,2.92,Yellow,1
294,16.93,79,0.75,0.94,Green,0
294,16.93,79,0.75,0.94,Yellow,1
294,16.64,79,3.09,4.28,Yellow,1
294,16.64,79,3.09,4.28,Yellow,1
294,14.76,91,3.68,5.74,Green,0
294,14.76,91,3.68,5.74,Green,0
294,17.48,88,1.39,1.76,Yellow,1
294,17.48,88,1.39,1.76,Green,0
294,22.05,69,4.3,5.52,Green,0
294,22.05,69,4.3,5.52,Green,0
294,21.25,76,1.85,4.52,Green,0
294,21.25,76,1.85,4.52,Yellow,1
294,17.68,93,2.63,4.82,Green,0
294,17.68,93,2.63,4.82,Green,0
294,17.92,87,4.96,7.26,Green,0
294,17.92,87,4.96,7.26,Green,0
294,16.84,93,13.68,15.65,Green,0
294,16.84,93,13.68,15.65,Green,0
294,18.33,84,7.05,8.91,Green,0
294,14.74,86,2.64,4.87,Green,0
294,14.74,86,2.64,4.87,Green,0
294,13.79,90,3.56,5.74,Green,0
294,13.79,90,3.56,5.74,Green,0
294,18.99,72,4.27,5.12,Green,0
294,18.99,72,4.27,5.12,Green,0
294,14.39,97,4.59,7.24,Green,0
294,14.39,97,4.59,7.24,Green,0
294,13.37,89,1.44,2.14,Green,0
294,14.09,77,1.33,1.86,Green,0
294,14.09,77,1.33,1.86,Green,0
294,12.91,96,3.81,4.04,Green,0
294,12.91,96,3.81,4.04,Green,0
294,13.42,94,1.2,1.58,Green,0
294,13.42,94,1.2,1.58,Green,0
294,11.89,92,1.16,1.77,Green,0
294,11.89,92,1.16,1.77,Green,0
294,11.47,97,1.76,2.61,Green,0
294,11.47,97,1.76,2.61,Green,0
294,8.89,97,1.31,2.4,Green,0
294,8.89,97,1.31,2.4,Green,0
294,11.27,91,3.33,4.5,Green,0
294,11.27,91,3.33,4.5,Green,0
294,12.97,87,4.45,4.89,Green,0
294,14.23,97,1.42,1.54,Green,0
294,14.23,97,1.42,1.54,Green,0
294,13.1,89,0.8,0.89,Green,0
294,14.86,95,1.6,1.73,Green,0
294,14.86,95,1.6,1.73,Green,0
294,15.29,81,1.08,1.76,Green,0
294,15.29,81,1.08,1.76,Green,0
294,14.4,94,2.86,3.49,Green,0
294,14.4,94,2.86,3.49,Green,0
294,12.98,93,2.68,3.96,Green,0
294,12.98,93,2.68,3.96,Green,0
294,12.4,89,2.46,5.42,Green,0
294,12.4,89,2.46,5.42,Green,0
294,15.46,79,2.84,5.63,Green,0
294,15.46,79,2.84,5.63,Green,0
294,16.68,74,1.98,4.83,Green,0
294,16.68,74,1.98,4.83,Green,0
294,16.36,82,3.68,5.88,Green,0
294,16.36,82,3.68,5.88,Green,0
294,13.32,83,2.55,5.07,Green,0
294,13.32,83,2.55,5.07,Green,0
294,13.0,94,1.82,2.53,Green,0
294,13.0,94,1.82,2.53,Green,0
294,13.03,92,2.26,4.11,Green,0
294,13.03,92,2.26,4.11,Green,0
294,14.35,90,1.84,2.54,Green,0
294,14.35,90,1.84,2.54,Green,0
294,13.54,96,1.7,2.54,Green,0
294,13.54,96,1.7,2.54,Green,0
294,15.26,96,1.88,2.16,Green,0
294,15.26,96,1.88,2.16,Green,0
294,14.51,93,1.88,2.39,Green,0
294,14.51,93,1.88,2.39,Green,0
294,15.62,92,6.38,7.72,Green,0
294,15.62,92,6.38,7.72,Green,0
294,18.87,71,3.59,8.28,Green,0
294,18.87,71,3.59,8.28,Green,0
294,13.08,87,3.64,7.89,Green,0
294,12.86,91,2.4,4.98,Green,0
294,12.86,91,2.4,4.98,Green,0
294,13.11,95,9.94,13.25,Green,0
294,16.02,96,13.96,16.64,Green,0
294,16.02,96,13.96,16.64,Green,0
294,14.4,95,36.76,39.37,Green,0
294,14.4,95,36.76,39.37,Green,0
294,20.52,62,31.69,33.87,Green,0
294,20.52,62,31.69,33.87,Green,0
294,18.39,91,2.13,2.26,Yellow,1
294,18.39,91,2.13,2.26,Green,0
294,16.48,97,4.22,4.93,Green,0
294,16.48,97,4.22,4.93,Green,0
294,16.35,87,3.62,4.15,Green,0
294,16.35,87,3.62,4.15,Green,0
294,13.01,98,1.58,3.26,Yellow,1
294,12.03,97,2.42,2.9,Green,0
294,12.49,96,3.74,5.6,Green,0
294,12.49,96,3.74,5.6,Green,0
294,10.67,99,4.94,5.86,Green,0
294,10.67,99,4.94,5.86,Green,0
294,13.95,94,5.22,5.72,Green,0
294,13.95,94,5.22,5.72,Green,0
294,13.62,91,1.88,3.48,Green,0
294,13.71,95,2.88,4.54,Green,0
294,13.71,95,2.88,4.54,Green,0
294,12.88,88,2.61,3.35,Green,0
294,12.88,88,2.61,3.35,Green,0
294,13.32,87,1.88,2.83,Green,0
294,13.32,87,1.88,2.83,Green,0
294,11.93,88,5.35,9.04,Green,0
294,11.93,88,5.35,9.04,Green,0
294,13.45,91,2.95,5.22,Green,0
294,13.45,91,2.95,5.22,Green,0
294,15.75,86,2.65,4.01,Green,0
294,16.07,84,0.89,1.89,Green,0
294,16.07,84,0.89,1.89,Green,0
294,16.75,95,1.59,2.74,Green,0
294,16.75,95,1.59,2.74,Green,0
294,15.17,85,2.24,2.75,Green,0
294,15.17,85,2.24,2.75,Green,0
294,9.83,92,0.5,0.54,Green,0
294,9.83,92,0.5,0.54,Green,0
294,9.73,90,1.34,1.69,Green,0
294,8.32,87,0.54,0.77,Green,0
294,8.32,87,0.54,0.77,Green,0
294,13.18,90,0.64,0.69,Green,0
294,9.35,89,1.08,1.36,Yellow,1
294,8.18,90,0.5,1.06,Green,0
294,8.64,93,0.8,1.14,Green,0
294,8.64,93,0.8,1.14,Green,0
294,9.39,93,1.11,1.2,Green,0
294,9.39,93,1.11,1.2,Green,0
294,10.55,81,0.62,1.69,Green,0
294,10.55,81,0.62,1.69,Green,0
294,14.23,95,0.68,0.96,Green,0
294,12.45,91,4.2,7.32,Green,0
294,12.45,91,4.2,7.32,Green,0
294,12.18,95,2.95,3.75,Green,0
294,12.43,91,2.7,4.26,Green,0
294,12.43,91,2.7,4.26,Green,0
294,8.06,95,1.2,4.26,Green,0
294,11.21,89,1.04,2.4,Green,0
294,11.21,89,1.04,2.4,Green,0
294,11.41,97,2.25,3.05,Green,0
294,11.41,97,2.25,3.05,Green,0
294,10.81,92,1.77,3.39,Yellow,1
294,7.6,89,3.54,4.22,Green,0
294,6.74,93,2.95,3.99,Green,0
294,11.39,93,5.17,5.61,Green,0
294,11.39,93,5.17,5.61,Green,0
294,10.61,93,17.84,18.98,Green,0
294,15.39,97,0.5,0.58,Green,0
294,12.09,93,2.58,4.27,Green,0
294,5.69,80,0.5,0.86,Green,0
294,5.69,80,0.5,0.86,Green,0
294,9.13,82,1.05,2.38,Green,0
294,8.18,88,1.11,2.27,Green,0
294,8.18,88,1.11,2.27,Green,0
294,10.2,82,1.44,1.77,Green,0
294,10.2,82,1.44,1.77,Green,0
294,9.56,89,0.84,1.18,Yellow,1
294,9.56,89,0.84,1.18,Green,0
294,15.2,85,1.33,2.14,Green,0
294,13.45,87,1.44,2.17,Green,0
294,12.24,94,1.97,2.44,Green,0
294,12.24,94,1.97,2.44,Green,0
294,8.05,92,0.51,0.58,Green,0
294,8.05,92,0.51,0.58,Green,0
294,8.15,86,0.5,0.84,Green,0
294,8.15,86,0.5,0.84,Yellow,1
294,3.36,95,0.7,1.23,Green,0
294,6.43,92,4.51,4.91,Green,0
294,6.43,92,4.51,4.91,Green,0
294,5.24,83,0.5,0.89,Green,0
294,5.24,83,0.5,0.89,Green,0
294,6.43,96,0.66,1.34,Green,0
294,10.3,81,0.5,1.27,Green,0
294,10.24,76,1.46,7.57,Green,0
294,8.32,91,1.88,7.28,Yellow,1
294,8.32,91,1.88,7.28,Green,0
294,9.01,96,2.77,3.77,Yellow,1
294,6.67,97,1.59,2.27,Green,0
294,6.67,97,1.59,2.27,Green,0
294,10.96,90,4.12,6.35,Green,0
294,10.96,90,4.12,6.35,Green,0
294,11.43,86,1.9,3.35,Green,0
294,11.43,86,1.9,3.35,Green,0
294,7.01,97,10.54,11.71,Green,0
294,7.01,97,10.54,11.71,Green,0
294,8.63,90,2.53,3.1,Green,0
294,8.63,90,2.53,3.1,Green,0
294,8.85,97,4.05,4.6,Yellow,1
294,8.71,82,2.36,10.97,Green,0
294,11.36,89,1.24,2.95,Yellow,1
294,9.69,89,1.39,2.65,Green,0
294,2.92,87,1.92,3.25,Green,0
294,2.92,87,1.92,3.25,Green,0
294,7.34,96,0.74,1.17,Green,0
294,6.43,81,0.65,1.6,Green,0
294,6.43,81,0.65,1.6,Green,0
294,2.4,85,0.58,1.29,Green,0
294,2.4,85,0.58,1.29,Green,0
294,6.6,88,1.72,1.92,Green,0
294,6.6,88,1.72,1.92,Green,0
294,3.03,69,0.5,0.6,Green,0
294,0.11,64,0.54,0.96,Green,0
294,0.11,64,0.54,0.96,Green,0
294,3.28,75,0.9,1.29,Yellow,1
294,9.62,89,1.32,2.07,Yellow,1
294,6.7,85,0.76,1.05,Green,0
294,6.7,85,0.76,1.05,Green,0
294,1.56,74,0.5,0.67,Green,0
294,1.56,74,0.5,0.67,Green,0
294,6.3,92,0.86,1.16,Green,0
294,4.76,76,0.67,1.33,Yellow,1
294,3.93,88,0.5,0.6,Green,0
294,3.93,88,0.5,0.6,Yellow,1
294,3.04,90,0.5,0.64,Green,0
294,3.61,86,1.11,1.64,Green,0
294,5.27,89,0.5,0.7,Green,0
294,5.27,89,0.5,0.7,Green,0
294,6.31,90,0.5,0.74,Yellow,1
294,6.31,90,0.5,0.74,Green,0
294,5.6,90,0.87,1.44,Green,0
294,5.6,90,0.87,1.44,Green,0
294,10.86,97,3.94,4.27,Green,0
294,10.42,84,1.04,2.21,Green,0
294,2.22,93,8.93,9.34,Yellow,1
294,2.22,93,8.93,9.34,Green,0
294,4.12,94,15.56,16.94,Green,0
294,4.12,94,15.56,16.94,Green,0
294,3.0,81,6.9,11.37,Green,0
294,3.0,81,6.9,11.37,Green,0
294,6.83,96,2.53,2.89,Green,0
294,4.99,96,2.82,4.12,Green,0
473,18.6,79,1.69,1.83,Green,0
473,18.6,79,1.69,1.83,Green,0
473,16.52,72,2.42,2.92,Green,0
473,16.52,72,2.42,2.92,Green,0
473,14.2,77,7.7,8.54,Green,0
473,15.24,76,3.33,4.91,Green,0
473,16.21,77,2.05,2.84,Green,0
473,16.7,76,2.57,4.06,Green,0
473,16.7,76,2.57,4.06,Green,0
473,15.89,78,5.74,8.6,Green,0
473,20.68,86,4.36,4.83,Green,0
473,17.6,78,3.04,3.29,Green,0
473,16.2,75,3.55,4.08,Green,0
473,15.57,79,1.28,1.58,Green,0
473,15.57,79,1.28,1.58,Green,0
473,19.64,78,2.82,3.14,Green,0
473,19.64,78,2.82,3.14,Green,0
473,19.81,77,3.78,4.26,Green,0
473,19.81,77,3.78,4.26,Green,0
473,21.0,78,1.77,1.97,Green,0
473,17.78,75,4.11,4.55,Green,0
473,17.78,75,4.11,4.55,Green,0
473,22.36,78,1.89,2.14,Green,0
473,19.66,79,1.88,2.45,Green,0
473,19.66,79,1.88,2.45,Green,0
473,23.06,81,7.74,11.57,Green,0
473,23.06,81,7.74,11.57,Green,0
473,25.18,74,3.04,3.81,Green,0
473,25.18,74,3.04,3.81,Green,0
473,25.01,69,5.25,6.16,Green,0
473,28.48,59,4.4,8.6,Green,0
473,28.48,59,4.4,8.6,Green,0
473,29.85,46,14.57,15.63,Green,0
473,27.9,55,8.68,11.16,Green,0
473,27.73,44,11.31,12.55,Green,0
473,27.73,44,11.31,12.55,Green,0
473,18.5,74,1.2,1.78,Green,0
473,19.48,77,8.66,9.43,Green,0
473,19.17,89,6.23,6.87,Green,0
473,19.17,89,6.23,6.87,Green,0
473,24.16,56,4.24,5.16,Green,0
473,18.96,78,3.86,4.25,Green,0
473,18.96,78,3.86,4.25,Green,0
473,15.12,71,1.96,2.56,Green,0
473,17.4,65,1.44,2.41,Green,0
473,17.4,65,1.44,2.41,Green,0
473,14.7,86,3.19,4.79,Green,0
473,18.15,65,0.8,0.91,Green,0
473,14.76,44,4.46,5.38,Green,0
473,14.33,84,3.82,7.11,Green,0
473,14.33,84,3.82,7.11,Green,0
473,12.48,78,12.42,13.62,Green,0
473,12.48,78,12.42,13.62,Green,0
473,16.01,80,17.55,18.85,Green,0
473,16.01,80,17.55,18.85,Green,0
473,16.36,61,3.03,3.14,Green,0
473,17.51,74,1.81,2.28,Green,0
473,17.51,74,1.81,2.28,Green,0
473,16.44,78,1.61,1.91,Yellow,1
473,19.05,70,1.22,1.7,Green,0
473,14.15,80,3.52,3.72,Green,0
473,14.15,80,3.52,3.72,Green,0
473,18.77,81,2.96,3.99,Green,0
473,17.14,71,4.92,6.84,Green,0
473,16.51,75,3.57,5.52,Green,0
473,16.51,75,3.57,5.52,Green,0
473,18.5,77,4.27,6.33,Green,0
473,22.84,60,1.6,1.97,Green,0
473,18.86,73,2.69,4.13,Green,0
473,16.23,71,2.56,3.14,Green,0
473,16.23,71,2.56,3.14,Green,0
473,13.53,79,2.05,3.11,Green,0
473,15.85,85,2.76,4.14,Green,0
473,15.85,85,2.76,4.14,Green,0
473,20.89,71,1.43,1.71,Green,0
473,15.42,91,3.36,5.28,Green,0
473,21.41,70,3.16,3.27,Green,0
473,15.81,79,4.05,12.34,Green,0
473,15.81,79,4.05,12.34,Green,0
473,13.97,88,3.06,7.71,Green,0
473,26.52,56,23.0,24.82,Green,0
473,18.14,75,3.41,5.02,Green,0
473,18.06,87,8.74,9.96,Green,0
473,16.96,66,1.68,2.22,Green,0
473,16.81,88,8.52,9.13,Green,0
473,19.23,68,2.69,3.24,Green,0
473,19.94,62,2.52,3.61,Green,0
473,17.82,82,3.38,4.63,Green,0
473,14.23,81,4.61,7.44,Green,0
473,19.91,75,5.26,7.91,Green,0
473,19.79,74,1.58,2.61,Green,0
473,17.94,83,1.65,2.07,Green,0
473,19.22,79,9.81,11.03,Green,0
473,13.69,64,1.04,1.55,Green,0
473,8.5,77,1.32,2.19,Green,0
473,8.03,82,1.62,3.42,Green,0
473,11.88,80,0.92,1.16,Green,0
473,15.9,72,3.67,4.91,Green,0
473,12.4,78,3.19,5.09,Green,0
473,10.92,74,2.16,2.93,Green,0
473,12.75,74,0.97,1.47,Green,0
473,12.76,79,5.24,6.48,Green,0
473,11.76,76,1.69,3.09,Green,0
473,12.36,77,8.39,10.23,Green,0
473,16.52,71,1.93,2.76,Green,0
473,5.17,82,0.74,1.48,Green,0
473,9.7,80,1.8,2.14,Green,0
473,14.59,80,2.45,3.71,Green,0
473,13.23,66,0.7,1.03,Green,0
473,11.81,89,1.05,1.13,Green,0
473,9.5,82,3.93,5.06,Green,0
473,6.48,87,0.94,1.61,Green,0
473,11.39,74,5.35,14.29,Green,0
473,9.16,75,9.79,11.32,Green,0
473,7.3,93,0.97,1.23,Green,0
473,4.34,86,0.7,1.31,Green,0
473,5.21,91,0.51,0.67,Green,0
473,7.66,94,16.59,17.68,Green,0
473,6.67,98,3.81,4.57,Green,0
473,5.04,97,4.41,5.03,Green,0
514,17.77,91,5.8,6.34,Green,0
514,16.15,74,1.95,3.38,Green,0
514,16.15,74,1.95,3.38,Green,0
514,20.93,67,3.75,4.79,Green,0
514,17.65,75,8.8,9.54,Green,0
514,17.65,75,8.8,9.54,Green,0
514,17.61,79,3.59,3.85,Green,0
514,17.61,79,3.59,3.85,Green,0
514,17.59,70,4.35,5.3,Green,0
514,17.59,70,4.35,5.3,Green,0
514,16.73,72,1.8,2.03,Green,0
514,16.73,72,1.8,2.03,Green,0
514,14.29,79,6.59,10.57,Yellow,1
514,15.91,78,4.29,4.86,Green,0
514,15.35,78,2.13,2.32,Green,0
514,13.09,84,10.84,11.7,Yellow,1
514,13.09,84,10.84,11.7,Green,0
514,20.32,72,2.89,3.24,Green,0
514,28.39,43,8.32,9.55,Green,0
514,23.63,66,17.77,20.98,Green,0
514,19.33,81,4.71,5.1,Yellow,1
514,20.01,78,6.28,6.89,Yellow,1
514,20.01,78,6.28,6.89,Yellow,1
514,19.41,71,2.02,2.74,Yellow,1
514,18.61,74,1.76,1.89,Green,0
514,18.13,80,1.58,1.77,Yellow,1
514,19.01,83,5.24,7.05,Green,0
