timestamp,temperature,humidity,pm1_0,pm2_5,pm10,risk_label
2021-06-05,20.93,67,2.61,3.75,4.79,Green
2021-06-05,26.98,39,6.74,9.5,11.39,Green
2021-06-05,16.34,96,2.01,2.81,2.97,Yellow
2021-06-05,12.28,92,1.47,2.04,2.53,Green
2021-06-05,14.92,86,7.81,11.06,13.0,Green
2021-06-05,6.05000000000001,91,0.45,0.63,0.74,Yellow
2021-06-06,14.7,89,2.17,3.14,3.86,Green
2021-06-06,17.39,64,2.43,3.36,3.64,Green
2021-06-06,18.87,72,6.19,8.8,9.76,Green
2021-06-06,13.67,72,0.56,0.79,2.34,Green
2021-06-06,16.21,77,1.38,2.05,2.84,Green
2021-06-06,17.65,75,6.46,8.8,9.54,Green
2021-06-06,16.0700000000001,90,1.54,2.19,2.49,Yellow
2021-06-06,12.61,86,2.03,2.78,7.34,Green
2021-06-06,15.27,85,2.85,4.03,6.69,Green
2021-06-06,5.11000000000001,84,0.37,0.5,0.55,Green
2021-06-07,20.95,83,41.32,53.96,57.75,Yellow
2021-06-07,14.98,86,3.93,5.29,7.28,Green
2021-06-07,20.23,54,4.35,5.89,6.86,Green
2021-06-07,16.38,94,4.65,6.69,6.96,Green
2021-06-07,14.4,80,1.74,2.36,5.11,Green
2021-06-07,16.7,76,1.85,2.57,4.06,Green
2021-06-07,14.36,94,2.47,3.29,5.11,Yellow
2021-06-07,14.03,93,4.23,6.32,10.15,Green
2021-06-07,16.7,94,7.19,10.11,12.22,Green
2021-06-07,1.64000000000004,93,2.59,3.78,4.49,Green
2021-06-08,16.64,83,27.59,38.7,45.04,Red
2021-06-08,13.48,94,9.23,12.23,14.16,Yellow
2021-06-08,16.62,84,3.38,4.86,7.33,Green
2021-06-08,17.78,92,1.9,2.61,2.87,Green
2021-06-08,13.56,93,1.95,2.68,4.07,Green
2021-06-08,15.89,78,4.18,5.74,8.6,Green
2021-06-08,17.61,79,2.79,3.59,3.85,Green
2021-06-08,14.68,92,7.0,10.01,16.72,Yellow
2021-06-08,16.49,95,6.03,8.88,10.04,Green
2021-06-08,2.15000000000003,93,1.48,2.02,3.06,Green
2021-06-09,17.73,82,18.12,25.41,29.47,Red
2021-06-09,15.13,85,3.23,4.65,5.53,Green
2021-06-09,16.45,60,2.83,3.62,5.77,Green
2021-06-09,16.75,69,1.71,2.35,2.99,Green
2021-06-09,10.27,94,2.23,2.75,5.98,Green
2021-06-09,20.68,86,3.02,4.36,4.83,Green
2021-06-09,17.59,70,3.31,4.35,5.3,Green
2021-06-09,24.29,50,3.51,4.65,5.25,Green
2021-06-09,15.3200000000001,89,4.81,7.09,12.51,Green
2021-06-09,14.61,95,6.55,8.82,13.5,Green
2021-06-09,5.78000000000003,77,0.4,0.55,1.61,Green
2021-06-10,17.65,91,12.59,16.41,18.56,Red
2021-06-10,14.35,93,2.83,3.78,4.19,Green
2021-06-10,16.01,93,2.3,3.34,3.81,Green
2021-06-10,14.49,72,0.73,1.03,1.66,Green
2021-06-10,14.5700000000001,89,2.46,3.27,8.75,Green
2021-06-10,16.73,72,1.38,1.8,2.03,Green
2021-06-10,16.98,88,7.7,11.44,12.58,Yellow
2021-06-10,14.16,91,2.78,3.83,4.49,Green
2021-06-10,3.55000000000001,85,0.59,0.8,2.48,Green
2021-06-11,19.84,90,2.78,3.74,4.8,Yellow
2021-06-11,16.77,83,1.07,1.46,1.71,Green
2021-06-11,14.73,71,3.88,5.67,9.46,Green
2021-06-11,17.71,77,1.91,2.7,3.48,Green
2021-06-11,14.42,87,1.73,2.42,5.69,Yellow
2021-06-11,17.6,78,2.25,3.04,3.29,Green
2021-06-11,14.29,79,4.64,6.59,10.57,Yellow
2021-06-11,14.8200000000001,85,1.3,1.82,2.38,Green
2021-06-11,5.15000000000003,81,0.36,0.5,0.75,Yellow
2021-06-12,14.58,82,0.96,1.36,2.8,Yellow
2021-06-12,14.67,86,1.46,1.96,2.38,Green
2021-06-12,13.84,95,1.66,2.2,2.27,Green
2021-06-12,22.04,56,2.54,3.49,3.97,Green
2021-06-12,14.18,90,1.66,2.4,3.14,Green
2021-06-12,16.2,75,2.38,3.55,4.08,Green
2021-06-12,15.91,78,2.96,4.29,4.86,Green
2021-06-12,14.63,96,13.19,17.87,18.53,Yellow
2021-06-12,15.67,78,4.58,6.36,8.01,Green
2021-06-12,16.93,82,1.27,1.75,2.51,Green
2021-06-12,3.09000000000003,93,1.25,1.58,2.91,Yellow
2021-06-13,12.46,87,1.01,1.37,5.17,Red
2021-06-13,11.85,96,2.0,2.58,2.83,Green
2021-06-13,14.19,77,1.42,1.91,3.16,Green
2021-06-13,20.66,60,3.91,5.78,6.6,Green
2021-06-13,11.55,91,0.85,1.26,1.65,Green
2021-06-13,15.5700000000001,79,0.92,1.28,1.58,Green
2021-06-13,15.87,96,5.45,8.0,8.4,Yellow
2021-06-13,15.79,84,6.07,8.31,11.55,Green
2021-06-13,12.06,87,0.53,0.75,2.27,Green
2021-06-13,11.49,95,3.8,5.42,7.47,Yellow
2021-06-14,16.25,92,4.53,6.42,14.85,Red
2021-06-14,15.5700000000001,89,1.09,1.53,1.95,Green
2021-06-14,14.78,74,2.47,3.35,4.44,Green
2021-06-14,16.0,84,2.58,3.8,4.36,Green
2021-06-14,12.91,85,0.63,0.87,2.13,Green
2021-06-14,19.64,78,1.93,2.82,3.14,Green
2021-06-14,15.35,78,1.53,2.13,2.32,Green
2021-06-14,17.13,92,7.27,9.41,10.26,Yellow
2021-06-14,14.78,97,5.71,8.11,9.83,Green
2021-06-14,16.35,93,3.83,5.06,5.45,Green
2021-06-14,10.78,94,1.86,2.64,6.19,Yellow
2021-06-15,15.47,92,3.54,5.01,8.82,Yellow
2021-06-15,15.14,89,3.72,5.33,6.46,Green
2021-06-15,14.58,71,2.02,2.74,3.86,Green
2021-06-15,18.89,68,1.52,2.17,2.7,Green
2021-06-15,9.90000000000003,82,0.41,0.59,1.4,Green
2021-06-15,19.81,77,2.65,3.78,4.26,Green
2021-06-15,13.09,84,7.82,10.84,11.7,Green
2021-06-15,19.35,81,4.37,6.65,7.45,Yellow
2021-06-15,13.86,92,8.56,12.29,13.0,Green
2021-06-15,16.35,94,3.44,4.96,6.7,Green
2021-06-15,10.4,96,3.37,4.81,10.71,Yellow
2021-06-16,12.67,91,15.63,21.49,23.42,Red
2021-06-16,15.04,86,1.35,1.95,2.8,Green
2021-06-16,15.84,88,2.36,3.31,3.61,Green
2021-06-16,2.79000000000002,98,0.58,0.86,1.52,Green
2021-06-16,21.0,78,1.28,1.77,1.97,Green
2021-06-16,18.91,80,2.78,3.61,5.0,Yellow
2021-06-16,15.01,94,3.48,4.8,5.27,Green
2021-06-16,16.34,89,1.38,1.93,2.21,Green
2021-06-16,11.15,95,0.83,1.18,1.71,Yellow
2021-06-17,13.31,91,8.95,13.51,15.35,Yellow
2021-06-17,14.24,96,1.95,2.8,3.91,Green
2021-06-17,17.62,79,1.39,1.9,2.31,Green
2021-06-17,17.39,68,2.9,3.99,9.15,Yellow
2021-06-17,15.61,89,4.39,6.36,9.16,Green
2021-06-17,16.34,88,1.82,2.58,5.55,Green
2021-06-17,9.48000000000002,93,3.44,4.91,5.61,Yellow
2021-06-18,12.3,81,13.27,19.86,21.97,Red
2021-06-18,14.69,94,2.96,4.13,5.07,Green
2021-06-18,17.98,75,1.68,2.2,2.82,Green
2021-06-18,6.29000000000002,84,1.97,2.81,3.45,Green
2021-06-18,17.78,75,2.85,4.11,4.55,Green
2021-06-18,20.3200000000001,72,2.18,2.89,3.24,Green
2021-06-18,13.76,94,1.73,2.36,3.03,Green
2021-06-18,16.35,98,0.83,1.09,1.43,Green
2021-06-18,9.53000000000003,71,15.24,20.17,21.08,Yellow
2021-06-19,16.06,92,7.88,11.21,16.66,Yellow
2021-06-19,15.16,88,1.96,2.69,3.18,Green
2021-06-19,17.72,79,2.12,2.84,4.17,Green
2021-06-19,0.520000000000039,92,2.74,3.98,4.59,Yellow
2021-06-19,23.09,67,6.63,9.25,13.4,Green
2021-06-19,18.55,82,0.58,0.86,1.12,Green
2021-06-19,13.83,89,2.79,3.85,5.96,Green
2021-06-19,7.67000000000002,89,5.58,7.32,8.32,Yellow
2021-06-20,17.12,85,6.32,9.16,13.01,Yellow
2021-06-20,16.11,93,1.87,2.57,2.92,Yellow
2021-06-20,20.22,70,8.4,11.74,19.39,Green
2021-06-20,9.93000000000001,89,0.59,0.77,1.78,Yellow
2021-06-20,17.49,75,3.33,4.43,5.74,Green
2021-06-20,13.8200000000001,88,1.31,1.74,1.98,Green
2021-06-20,5.53000000000003,97,4.57,6.5,7.16,Yellow
2021-06-21,12.05,97,7.45,10.22,13.77,Yellow
2021-06-21,16.93,79,0.56,0.75,0.94,Green
2021-06-21,28.03,55,4.99,6.94,8.87,Green
2021-06-21,10.54,80,1.26,1.69,7.17,Yellow
2021-06-21,22.36,78,1.34,1.89,2.14,Green
2021-06-21,19.77,64,1.53,2.22,2.37,Green
2021-06-21,22.05,79,5.92,8.41,12.87,Yellow
2021-06-21,15.0700000000001,77,3.16,4.31,11.83,Green
2021-06-21,5.95000000000005,86,2.27,3.26,5.32,Yellow
2021-06-22,10.3,87,12.3,17.75,22.39,Yellow
2021-06-22,16.64,79,2.23,3.09,4.28,Yellow
2021-06-22,26.72,55,2.88,4.17,4.74,Green
2021-06-22,3.76000000000005,86,1.54,2.14,6.5,Green
2021-06-22,19.66,79,1.41,1.88,2.45,Green
2021-06-22,16.89,91,7.64,10.5,14.35,Green
2021-06-22,12.92,88,4.88,7.23,17.79,Green
2021-06-22,4.98000000000002,77,5.48,7.47,14.18,Yellow
2021-06-23,17.18,82,1.64,2.42,4.42,Yellow
2021-06-23,14.76,91,2.81,3.68,5.74,Green
2021-06-23,24.17,69,3.48,4.84,9.77,Green
2021-06-23,11.06,94,1.83,2.4,5.16,Green
2021-06-23,23.06,81,5.44,7.74,11.57,Green
2021-06-23,28.39,43,5.57,8.32,9.55,Green
2021-06-23,20.68,67,11.73,16.03,18.3,Green
2021-06-23,15.28,89,4.71,6.28,8.06,Green
2021-06-23,16.91,73,2.01,2.76,5.72,Green
2021-06-24,11.52,96,4.16,5.45,12.61,Red
2021-06-24,17.48,88,0.99,1.39,1.76,Green
2021-06-24,25.16,64,18.34,25.78,27.39,Green
2021-06-24,11.59,94,1.48,2.05,5.27,Green
2021-06-24,25.18,74,2.27,3.04,3.81,Green
2021-06-24,17.98,83,2.31,3.22,7.54,Green
2021-06-24,15.75,83,2.82,3.66,7.05,Green
2021-06-24,14.91,78,2.11,2.82,8.87,Green
2021-06-24,7.93000000000001,93,11.2,15.92,18.62,Yellow
2021-06-25,17.17,95,2.53,3.55,5.29,Yellow
2021-06-25,22.05,69,3.45,4.3,5.52,Green
2021-06-25,19.3,70,2.94,4.08,5.2,Green
2021-06-25,24.62,62,12.16,16.66,18.82,Green
2021-06-25,8.5,94,4.27,6.15,8.14,Green
2021-06-25,25.01,69,3.6,5.25,6.16,Green
2021-06-25,17.95,85,3.78,5.04,12.41,Green
2021-06-25,8.47000000000003,96,3.16,4.28,7.62,Yellow
2021-06-26,14.89,94,4.73,6.55,8.93,Yellow
2021-06-26,21.25,76,1.37,1.85,4.52,Green
2021-06-26,19.36,75,5.75,8.29,9.13,Green
2021-06-26,26.15,60,8.09,11.64,12.78,Green
2021-06-26,28.48,59,3.24,4.4,8.6,Green
2021-06-26,23.63,66,13.61,17.77,20.98,Green
2021-06-26,21.81,67,5.28,7.95,10.16,Green
2021-06-26,17.92,82,0.85,1.18,1.81,Green
2021-06-26,8.22000000000003,97,8.93,12.3,12.8,Yellow
2021-06-27,17.1,87,3.4,5.02,6.51,Yellow
2021-06-27,17.68,93,1.83,2.63,4.82,Green
2021-06-27,21.5,77,6.55,9.07,9.7,Green
2021-06-27,16.93,78,2.33,3.17,4.54,Yellow
2021-06-27,29.85,46,11.12,14.57,15.63,Green
2021-06-27,15.37,96,10.13,14.86,18.17,Green
2021-06-27,19.92,74,0.64,0.85,1.09,Green
2021-06-27,8.77000000000004,97,3.03,4.49,5.21,Yellow
2021-06-28,10.99,81,1.72,2.44,5.64,Yellow
2021-06-28,17.92,87,3.41,4.96,7.26,Green
2021-06-28,21.35,76,6.76,9.66,13.23,Green
2021-06-28,18.42,73,1.22,1.59,2.59,Green
2021-06-28,9.97000000000003,87,3.13,4.09,5.12,Green
2021-06-28,27.9,55,5.61,8.68,11.16,Green
2021-06-28,15.63,84,1.64,2.34,4.67,Green
2021-06-28,15.92,55,0.54,0.76,1.58,Green
2021-06-28,9.68000000000001,98,1.99,2.6,2.81,Yellow
2021-06-29,9.12,87,0.95,1.32,1.69,Red
2021-06-29,16.84,93,10.05,13.68,15.65,Green
2021-06-29,18.83,74,3.37,4.7,7.61,Green
2021-06-29,10.01,92,3.25,4.41,6.37,Green
2021-06-29,27.73,44,7.87,11.31,12.55,Green
2021-06-29,19.33,81,3.37,4.71,5.1,Yellow
2021-06-29,20.5,69,2.35,3.26,6.11,Green
2021-06-29,13.92,58,0.41,0.54,0.75,Green
2021-06-29,9.25,83,2.38,3.08,6.71,Green
2021-06-30,18.33,84,5.03,7.05,8.91,Green
2021-06-30,19.35,73,7.64,10.44,12.53,Green
2021-06-30,18.5,74,0.88,1.2,1.78,Green
2021-06-30,20.01,78,4.44,6.28,6.89,Yellow
2021-06-30,16.54,95,6.83,9.28,14.17,Green
2021-06-30,6.92000000000002,87,1.05,1.33,2.72,Green
2021-06-30,9.76000000000005,96,2.02,2.88,3.15,Yellow
2021-07-01,14.74,86,1.96,2.64,4.87,Green
2021-07-01,17.61,68,1.57,2.09,2.85,Green
2021-07-01,18.38,83,6.4,8.64,10.1,Green
2021-07-01,8.48000000000002,93,1.65,2.4,4.4,Green
2021-07-01,19.48,77,6.18,8.66,9.43,Green
2021-07-01,19.41,71,1.39,2.02,2.74,Yellow
2021-07-01,15.6,95,4.23,6.06,12.6,Green
2021-07-01,13.13,95,4.06,5.73,6.93,Yellow
2021-07-02,13.79,90,2.61,3.56,5.74,Green
2021-07-02,15.93,82,0.55,0.78,1.17,Green
2021-07-02,8.87,88,1.26,1.76,5.84,Green
2021-07-02,19.17,89,4.55,6.23,6.87,Green
2021-07-02,18.61,74,1.18,1.76,1.89,Green
2021-07-02,20.75,71,2.61,3.6,3.74,Green
2021-07-02,12.22,93,2.72,3.73,5.4,Yellow
2021-07-03,18.99,72,3.07,4.27,5.12,Green
2021-07-03,20.34,49,0.36,0.5,0.67,Green
2021-07-03,24.16,56,2.98,4.24,5.16,Green
2021-07-03,17.21,86,1.86,2.67,3.18,Green
2021-07-03,12.42,84,4.65,6.37,11.7,Yellow
2021-07-04,14.14,71,2.41,3.3,4.5,Yellow
2021-07-04,14.39,97,3.19,4.59,7.24,Green
2021-07-04,14.43,89,2.01,2.79,3.22,Green
2021-07-04,18.96,78,2.79,3.86,4.25,Green
2021-07-04,10.6,90,1.74,2.35,3.17,Yellow
2021-07-05,12.93,83,0.79,1.12,1.26,Yellow
2021-07-05,13.37,89,0.97,1.44,2.14,Green
2021-07-05,16.7,81,0.89,1.23,1.66,Green
2021-07-05,15.12,71,1.4,1.96,2.56,Green
2021-07-05,13.9,88,3.26,4.36,15.31,Green
2021-07-05,9.44,82,2.56,3.28,5.58,Yellow
2021-07-06,10.08,88,0.69,0.97,2.94,Red
2021-07-06,14.09,77,0.94,1.33,1.86,Green
2021-07-06,18.49,65,2.07,2.97,3.45,Yellow
2021-07-06,2.71000000000004,89,0.69,1.0,3.17,Green
2021-07-06,17.4,65,1.09,1.44,2.41,Green
2021-07-06,7.05000000000001,95,1.7,2.38,5.78,Green
2021-07-07,11.78,93,3.59,5.11,7.11,Red
2021-07-07,12.91,96,2.84,3.81,4.04,Green
2021-07-07,18.24,66,1.42,1.97,3.35,Green
2021-07-07,2.02000000000004,93,4.78,7.05,8.91,Green
2021-07-07,14.7,86,2.32,3.19,4.79,Green
2021-07-07,13.25,89,1.77,2.52,3.81,Green
2021-07-07,14.89,87,1.62,2.3,7.78,Green
2021-07-07,14.39,63,1.42,2.02,2.3,Yellow
2021-07-07,1.80000000000001,86,0.58,0.84,1.8,Yellow
2021-07-08,14.8,95,9.47,12.21,13.27,Red
2021-07-08,13.42,94,0.87,1.2,1.58,Green
2021-07-08,15.43,87,8.29,11.28,12.13,Yellow
2021-07-08,4.84000000000003,97,12.8,17.12,17.79,Yellow
2021-07-08,18.15,65,0.58,0.8,0.91,Green
2021-07-08,18.02,57,1.04,1.54,2.92,Green
2021-07-08,12.21,81,0.52,0.74,1.02,Yellow
2021-07-08,-2.73999999999995,93,5.32,7.84,8.77,Yellow
2021-07-09,9.45000000000005,100,20.21,28.09,30.7,Yellow
2021-07-09,11.89,92,0.79,1.16,1.77,Green
2021-07-09,19.04,73,13.58,17.79,19.05,Green
2021-07-09,14.76,44,3.16,4.46,5.38,Green
2021-07-09,17.71,66,2.42,3.49,6.11,Green
2021-07-09,3.79000000000002,90,0.59,0.85,1.6,Yellow
2021-07-10,10.7,93,16.21,23.55,24.92,Yellow
2021-07-10,11.47,97,1.28,1.76,2.61,Green
2021-07-10,19.01,65,4.55,6.07,6.55,Green
2021-07-10,7.13,88,0.4,0.52,0.72,Yellow
2021-07-10,14.33,84,2.69,3.82,7.11,Green
2021-07-10,21.1,58,1.2,1.77,3.21,Green
2021-07-10,10.49,83,2.09,2.94,4.47,Yellow
2021-07-10,8.38,96,2.27,3.16,3.63,Yellow
2021-07-11,17.44,83,3.1,4.19,4.56,Green
2021-07-11,8.84000000000003,80,1.5,2.01,6.37,Yellow
2021-07-11,8.89000000000004,97,0.96,1.31,2.4,Green
2021-07-11,15.45,96,2.64,3.36,3.73,Green
2021-07-11,3.69,81,0.63,0.93,1.1,Green
2021-07-11,12.48,78,8.78,12.42,13.62,Green
2021-07-11,13.58,68,0.93,1.37,1.55,Yellow
2021-07-11,2.73000000000002,92,0.66,0.85,1.31,Yellow
2021-07-12,10.25,93,1.22,1.78,4.25,Red
2021-07-12,11.27,91,2.31,3.33,4.5,Green
2021-07-12,14.47,87,2.28,3.27,7.81,Green
2021-07-12,0.400000000000034,69,0.37,0.5,1.04,Green
2021-07-12,16.01,80,12.84,17.55,18.85,Green
2021-07-12,12.9,78,0.94,1.33,3.66,Green
2021-07-12,13.54,72,3.07,4.44,4.87,Yellow
2021-07-12,4.63,94,4.13,5.86,6.61,Yellow
2021-07-13,6.64000000000004,93,1.63,2.24,4.73,Yellow
2021-07-13,12.97,87,3.22,4.45,4.89,Green
2021-07-13,15.54,80,2.34,3.13,3.82,Yellow
2021-07-13,16.36,61,2.14,3.03,3.14,Green
2021-07-13,16.21,79,3.36,4.87,6.32,Green
2021-07-13,15.94,78,3.37,4.88,5.1,Yellow
2021-07-13,8.88,97,3.39,4.67,6.69,Green
2021-07-14,11.48,87,6.27,9.49,10.76,Yellow
2021-07-14,14.23,97,1.02,1.42,1.54,Green
2021-07-14,18.78,79,1.13,1.56,1.75,Green
2021-07-14,8.61000000000001,90,0.86,1.23,2.11,Green
2021-07-14,17.51,74,1.32,1.81,2.28,Green
2021-07-14,18.13,80,1.18,1.58,1.77,Yellow
2021-07-14,13.24,92,1.66,2.21,3.6,Green
2021-07-14,11.4,90,1.87,2.65,4.01,Green
2021-07-14,2.54000000000002,98,8.38,11.64,16.4,Green
2021-07-15,9.79000000000002,68,1.35,1.99,5.41,Yellow
2021-07-15,13.1,89,0.55,0.8,0.89,Green
2021-07-15,18.3,78,1.84,2.34,5.15,Yellow
2021-07-15,16.44,78,1.26,1.61,1.91,Yellow
2021-07-15,14.74,91,2.43,3.51,3.86,Green
2021-07-15,1.80000000000001,75,10.14,13.42,16.13,Green
2021-07-16,6.09000000000003,71,0.93,1.28,3.78,Red
2021-07-16,14.86,95,1.17,1.6,1.73,Green
2021-07-16,19.05,70,0.91,1.22,1.7,Green
2021-07-16,19.01,83,3.78,5.24,7.05,Green
2021-07-16,0.120000000000005,93,29.78,37.42,38.6,Yellow
2021-07-17,11.26,93,13.66,18.4,20.01,Red
2021-07-17,15.29,81,0.8,1.08,1.76,Green
2021-07-17,17.6,93,3.27,4.7,6.71,Green
2021-07-17,11.05,93,1.1,1.56,1.93,Green
2021-07-17,14.15,80,2.5,3.52,3.72,Green
2021-07-17,15.7,83,3.97,4.97,6.54,Green
2021-07-17,1.96000000000004,94,28.52,40.51,42.34,Yellow
2021-07-18,10.01,93,13.92,19.2,20.77,Red
2021-07-18,14.4,94,2.15,2.86,3.49,Green
2021-07-18,18.84,79,3.81,5.48,9.35,Green
2021-07-18,7.14000000000004,96,2.28,3.24,3.88,Green
2021-07-18,18.77,81,2.24,2.96,3.99,Green
2021-07-18,18.37,84,2.97,4.04,6.03,Green
2021-07-18,13.76,91,1.24,1.63,2.12,Green
2021-07-18,5.54000000000002,94,2.01,2.85,3.43,Yellow
2021-07-19,15.65,100,1.68,2.34,3.32,Red
2021-07-19,12.98,93,2.01,2.68,3.96,Green
2021-07-19,16.06,90,4.55,6.48,10.32,Yellow
2021-07-19,5.27000000000004,86,0.35,0.5,0.67,Green
2021-07-19,17.14,71,3.48,4.92,6.84,Green
2021-07-19,18.5700000000001,88,3.13,4.59,6.31,Yellow
2021-07-19,15.05,84,2.76,3.8,8.81,Green
2021-07-19,1.14000000000004,93,1.68,2.24,4.1,Yellow
2021-07-20,15.33,90,2.13,2.99,3.17,Yellow
2021-07-20,12.4,89,1.67,2.46,5.42,Green
2021-07-20,17.14,82,4.02,6.12,15.7,Green
2021-07-20,16.51,75,2.35,3.57,5.52,Green
2021-07-20,17.37,86,3.48,5.11,6.58,Yellow
2021-07-20,32.88,31,8.91,12.06,15.45,Green
2021-07-20,21.53,67,1.65,2.38,3.19,Green
2021-07-20,-1.39999999999998,93,16.1,21.74,24.58,Yellow
2021-07-21,8.26000000000005,87,0.55,0.81,1.58,Red
2021-07-21,15.46,79,1.96,2.84,5.63,Green
2021-07-21,16.64,73,1.34,1.9,3.97,Yellow
2021-07-21,18.5,77,2.95,4.27,6.33,Green
2021-07-21,18.16,80,4.62,6.23,9.81,Green
2021-07-22,8.48000000000002,83,1.19,1.71,2.28,Red
2021-07-22,16.68,74,1.46,1.98,4.83,Green
2021-07-22,15.75,89,1.9,2.73,4.94,Yellow
2021-07-22,6.29000000000002,78,0.36,0.5,1.49,Green
2021-07-22,22.84,60,1.06,1.6,1.97,Green
2021-07-22,1.17000000000002,92,1.7,2.19,3.54,Green
2021-07-23,8.0,91,1.72,2.43,3.47,Yellow
2021-07-23,16.36,82,2.71,3.68,5.88,Green
2021-07-23,18.0,87,2.15,2.97,3.53,Yellow
2021-07-23,18.86,73,1.91,2.69,4.13,Green
2021-07-23,18.59,84,2.11,2.97,3.53,Green
2021-07-23,14.0,95,1.23,1.75,1.95,Green
2021-07-23,-1.96999999999997,70,10.37,14.06,15.03,Green
2021-07-24,10.18,83,0.98,1.31,2.2,Red
2021-07-24,13.3200000000001,83,1.88,2.55,5.07,Green
2021-07-24,17.19,87,1.95,2.67,3.76,Yellow
2021-07-24,16.23,71,1.84,2.56,3.14,Green
2021-07-24,3.87,81,5.91,8.33,10.82,Yellow
2021-07-25,9.99000000000001,93,4.14,5.67,10.12,Yellow
2021-07-25,13.0,94,1.52,1.82,2.53,Green
2021-07-25,18.0700000000001,90,2.85,3.67,5.76,Green
2021-07-25,13.53,79,1.58,2.05,3.11,Green
2021-07-25,17.7,77,1.92,2.65,3.49,Green
2021-07-25,4.39000000000004,84,9.67,13.11,14.21,Yellow
2021-07-26,8.18000000000001,93,3.03,4.54,6.57,Yellow
2021-07-26,13.03,92,1.67,2.26,4.11,Green
2021-07-26,18.21,83,1.65,2.21,2.38,Green
2021-07-26,11.79,94,3.51,5.05,6.74,Green
2021-07-26,15.85,85,2.01,2.76,4.14,Green
2021-07-26,4.71000000000004,82,4.84,6.43,7.24,Green
2021-07-27,14.17,87,1.34,1.84,4.35,Yellow
2021-07-27,14.35,90,1.39,1.84,2.54,Green
2021-07-27,16.92,89,1.74,2.48,3.05,Green
2021-07-27,20.89,71,1.02,1.43,1.71,Green
2021-07-27,21.8,62,0.79,1.03,1.16,Green
2021-07-27,17.0700000000001,93,4.83,6.06,6.45,Green
2021-07-27,2.47000000000003,89,23.81,31.97,33.62,Green
2021-07-28,11.72,81,2.07,2.92,4.67,Yellow
2021-07-28,13.54,96,1.27,1.7,2.54,Green
2021-07-28,16.56,91,2.36,3.4,5.26,Green
2021-07-28,15.42,91,2.5,3.36,5.28,Green
2021-07-28,15.8,95,3.21,4.48,5.02,Green
2021-07-28,3.17000000000002,92,15.92,21.66,22.41,Green
2021-07-29,12.7,92,1.85,2.64,2.91,Yellow
2021-07-29,15.26,96,1.39,1.88,2.16,Green
2021-07-29,11.31,94,1.08,1.48,2.23,Green
2021-07-29,12.04,97,0.76,0.99,1.37,Yellow
2021-07-29,14.69,95,1.12,1.61,2.13,Yellow
2021-07-29,7.73000000000002,84,0.83,1.1,2.68,Yellow
2021-07-30,10.11,90,0.53,0.72,0.91,Yellow
2021-07-30,14.51,93,1.34,1.88,2.39,Green
2021-07-30,9.5,95,3.07,4.27,5.11,Green
2021-07-30,21.41,70,2.07,3.16,3.27,Green
2021-07-30,14.69,89,1.47,2.04,2.64,Yellow
2021-07-30,0.760000000000048,93,6.96,9.22,10.45,Green
2021-07-31,9.13,89,0.96,1.28,2.22,Yellow
2021-07-31,15.62,92,4.74,6.38,7.72,Green
2021-07-31,10.17,91,1.05,1.38,2.81,Yellow
2021-08-01,8.62,76,0.37,0.5,0.98,Yellow
2021-08-01,8.03000000000003,89,4.82,6.76,8.03,Green
2021-08-01,0.5,97,2.88,3.9,8.4,Yellow
2021-08-02,2.61000000000001,86,4.79,6.9,7.89,Yellow
